Left [ns] , Right [ns] , Common [ns]
1579097845157697500,1579097845157781600,1579097845157739520
1579097845224871300,1579097845224955500,1579097845224913408
1579097845292038100,1579097845292122200,1579097845292080128
1579097845357169700,1579097845357253900,1579097845357211904
1579097845424333700,1579097845424417800,1579097845424375808
1579097845491495700,1579097845491579800,1579097845491537664
1579097845556646100,1579097845556730200,1579097845556688128
1579097845623822400,1579097845623906600,1579097845623864576
1579097845691001500,1579097845691085700,1579097845691043584
1579097845758217300,1579097845758301400,1579097845758259456
1579097845823327300,1579097845823411500,1579097845823369472
1579097845890534400,1579097845890618500,1579097845890576384
1579097845957708400,1579097845957792600,1579097845957750528
1579097846022867700,1579097846022951900,1579097846022909696
1579097846090030500,1579097846090114700,1579097846090072576
1579097846157156300,1579097846157240500,1579097846157198336
1579097846224273800,1579097846224358000,1579097846224315904
1579097846289373300,1579097846289457500,1579097846289415424
1579097846356508500,1579097846356592700,1579097846356550656
1579097846423658400,1579097846423742600,1579097846423700480
1579097846488771100,1579097846488855400,1579097846488813312
1579097846555911000,1579097846555995200,1579097846555953152
1579097846623053000,1579097846623137200,1579097846623095040
1579097846690250100,1579097846690334300,1579097846690292224
1579097846755342600,1579097846755426900,1579097846755384832
1579097846822532700,1579097846822616900,1579097846822574848
1579097846889684700,1579097846889768900,1579097846889726720
1579097846954811500,1579097846954895700,1579097846954853632
1579097847021962700,1579097847022046900,1579097847022004736
1579097847089129000,1579097847089213300,1579097847089171200
1579097847156274900,1579097847156359100,1579097847156316928
1579097847221386500,1579097847221470800,1579097847221428736
1579097847288516100,1579097847288600400,1579097847288558336
1579097847355637800,1579097847355722100,1579097847355680000
1579097847420742400,1579097847420826700,1579097847420784640
1579097847487871100,1579097847487955400,1579097847487913216
1579097847554992300,1579097847555076600,1579097847555034368
1579097847622153100,1579097847622237300,1579097847622195200
1579097847687235600,1579097847687319800,1579097847687277824
1579097847754412000,1579097847754496300,1579097847754454272
1579097847821546500,1579097847821630800,1579097847821588736
1579097847886678500,1579097847886762800,1579097847886720768
1579097847953806600,1579097847953890900,1579097847953848832
1579097848020927000,1579097848021011300,1579097848020969216
1579097848088035800,1579097848088120100,1579097848088077824
1579097848153131900,1579097848153216200,1579097848153174016
1579097848220261200,1579097848220345500,1579097848220303360
1579097848287377100,1579097848287461400,1579097848287419136
1579097848352482400,1579097848352566700,1579097848352524544
1579097848419608400,1579097848419692700,1579097848419650560
1579097848486731200,1579097848486815500,1579097848486773248
1579097848553879600,1579097848553963900,1579097848553921792
1579097848618951600,1579097848619035900,1579097848618993664
1579097848686108700,1579097848686193000,1579097848686150912
1579097848753234200,1579097848753318500,1579097848753276416
1579097848818326700,1579097848818411100,1579097848818369024
1579097848885442200,1579097848885526500,1579097848885484288
1579097848952572400,1579097848952656700,1579097848952614656
1579097849019688000,1579097849019772400,1579097849019730176
1579097849084794900,1579097849084879300,1579097849084837120
1579097849151925000,1579097849152009300,1579097849151967232
1579097849219056600,1579097849219141000,1579097849219098880
1579097849284164000,1579097849284248400,1579097849284206080
1579097849351295700,1579097849351380000,1579097849351337728
1579097849418427100,1579097849418511500,1579097849418469376
1579097849485598100,1579097849485682500,1579097849485640192
1579097849550672800,1579097849550757200,1579097849550714880
1579097849617849500,1579097849617933900,1579097849617891584
1579097849685000100,1579097849685084500,1579097849685042176
1579097849750120800,1579097849750205200,1579097849750162944
1579097849817257200,1579097849817341600,1579097849817299456
1579097849884393300,1579097849884477700,1579097849884435456
1579097849951541300,1579097849951625700,1579097849951583488
1579097850016648600,1579097850016733000,1579097850016690688
1579097850083782500,1579097850083866900,1579097850083824640
1579097850150904100,1579097850150988600,1579097850150946304
1579097850216013800,1579097850216098300,1579097850216056064
1579097850283149800,1579097850283234300,1579097850283192064
1579097850350292100,1579097850350376600,1579097850350334464
1579097850417457300,1579097850417541700,1579097850417499392
1579097850482536200,1579097850482620600,1579097850482578432
1579097850549702900,1579097850549787300,1579097850549745152
1579097850616836800,1579097850616921300,1579097850616879104
1579097850681953400,1579097850682037800,1579097850681995520
1579097850749097100,1579097850749181600,1579097850749139456
1579097850816260900,1579097850816345400,1579097850816303104
1579097850883419500,1579097850883504000,1579097850883461632
1579097850948567800,1579097850948652300,1579097850948610048
1579097851015738100,1579097851015822600,1579097851015780352
1579097851082900100,1579097851082984600,1579097851082942464
1579097851148041700,1579097851148126200,1579097851148083968
1579097851215198900,1579097851215283400,1579097851215241216
1579097851282347100,1579097851282431600,1579097851282389248
1579097851349536800,1579097851349621300,1579097851349579008
1579097851414624000,1579097851414708500,1579097851414666240
1579097851481808000,1579097851481892500,1579097851481850368
1579097851548947500,1579097851549032000,1579097851548989696
1579097851614055000,1579097851614139500,1579097851614097152
1579097851681182800,1579097851681267300,1579097851681224960
1579097851748333000,1579097851748417500,1579097851748375296
1579097851815487600,1579097851815572100,1579097851815529728
1579097851880620500,1579097851880705000,1579097851880662784
1579097851947773000,1579097851947857500,1579097851947815168
1579097852014920100,1579097852015004600,1579097852014962432
1579097852080057100,1579097852080141600,1579097852080099328
1579097852147211300,1579097852147295800,1579097852147253504
1579097852214358600,1579097852214443100,1579097852214400768
1579097852281543100,1579097852281627600,1579097852281585408
1579097852346627600,1579097852346712200,1579097852346669824
1579097852413810100,1579097852413894700,1579097852413852416
1579097852480940600,1579097852481025200,1579097852480982784
1579097852546054200,1579097852546138800,1579097852546096384
1579097852613189500,1579097852613274100,1579097852613231872
1579097852680325600,1579097852680410200,1579097852680367872
1579097852747486400,1579097852747571000,1579097852747528704
1579097852812618900,1579097852812703500,1579097852812661248
1579097852879773000,1579097852879857600,1579097852879815424
1579097852946925600,1579097852947010200,1579097852946967808
1579097853012063000,1579097853012147600,1579097853012105216
1579097853079224100,1579097853079308700,1579097853079266304
1579097853146378600,1579097853146463200,1579097853146420992
1579097853213566800,1579097853213651400,1579097853213609216
1579097853278653400,1579097853278738000,1579097853278695680
1579097853345846700,1579097853345931400,1579097853345889024
1579097853413001300,1579097853413085900,1579097853413043712
1579097853478123300,1579097853478208000,1579097853478165760
1579097853545276800,1579097853545361400,1579097853545319168
1579097853612431200,1579097853612515800,1579097853612473600
1579097853679575600,1579097853679660200,1579097853679617792
1579097853744708300,1579097853744793000,1579097853744750592
1579097853811870500,1579097853811955200,1579097853811912960
1579097853879016900,1579097853879101600,1579097853879059200
1579097853944141700,1579097853944226300,1579097853944184064
1579097854011319400,1579097854011404000,1579097854011361792
1579097854078479700,1579097854078564400,1579097854078522112
1579097854145679000,1579097854145763700,1579097854145721344
1579097854210771500,1579097854210856200,1579097854210813952
1579097854277959400,1579097854278044100,1579097854278001664
1579097854345108200,1579097854345192900,1579097854345150464
1579097854410243400,1579097854410328100,1579097854410285824
1579097854477393800,1579097854477478500,1579097854477436160
1579097854544541300,1579097854544626000,1579097854544583680
1579097854611700600,1579097854611785300,1579097854611742976
1579097854676830400,1579097854676915100,1579097854676872704
1579097854744007300,1579097854744092000,1579097854744049664
1579097854811178700,1579097854811263400,1579097854811220992
1579097854876343500,1579097854876428200,1579097854876385792
1579097854943539800,1579097854943624500,1579097854943582208
1579097855010729900,1579097855010814700,1579097855010772224
1579097855077952100,1579097855078036900,1579097855077994496
1579097855143090300,1579097855143175000,1579097855143132672
1579097855210328000,1579097855210412800,1579097855210370304
1579097855277534000,1579097855277618700,1579097855277576448
1579097855342716500,1579097855342801300,1579097855342758912
1579097855409932800,1579097855410017500,1579097855409975040
1579097855477135000,1579097855477219800,1579097855477177344
1579097855544330500,1579097855544415300,1579097855544372992
1579097855609507300,1579097855609592100,1579097855609549824
1579097855676690900,1579097855676775600,1579097855676733184
1579097855743890400,1579097855743975200,1579097855743932928
1579097855809066900,1579097855809151600,1579097855809109248
1579097855876290700,1579097855876375400,1579097855876333056
1579097855943493000,1579097855943577800,1579097855943535360
1579097856010720100,1579097856010804900,1579097856010762496
1579097856075862600,1579097856075947400,1579097856075905024
1579097856143093900,1579097856143178700,1579097856143136256
1579097856210289500,1579097856210374300,1579097856210331904
1579097856275459400,1579097856275544200,1579097856275501824
1579097856342652900,1579097856342737700,1579097856342695424
1579097856409853800,1579097856409938600,1579097856409896192
1579097856477042100,1579097856477126900,1579097856477084416
1579097856542209500,1579097856542294300,1579097856542251776
1579097856609410300,1579097856609495100,1579097856609452800
1579097856676600900,1579097856676685700,1579097856676643328
1579097856741778000,1579097856741862800,1579097856741820416
1579097856808973500,1579097856809058300,1579097856809015808
1579097856876169400,1579097856876254300,1579097856876211968
1579097856943396300,1579097856943481200,1579097856943438848
1579097857008525900,1579097857008610800,1579097857008568320
1579097857075762300,1579097857075847200,1579097857075804672
1579097857142955000,1579097857143039800,1579097857142997504
1579097857208134200,1579097857208219100,1579097857208176640
1579097857275325200,1579097857275410000,1579097857275367680
1579097857342534300,1579097857342619200,1579097857342576640
1579097857409738300,1579097857409823200,1579097857409780736
1579097857474918500,1579097857475003400,1579097857474960896
1579097857542139300,1579097857542224200,1579097857542181632
1579097857609362700,1579097857609447600,1579097857609405184
1579097857674562800,1579097857674647700,1579097857674605312
1579097857741780900,1579097857741865800,1579097857741823232
1579097857809001600,1579097857809086500,1579097857809043968
1579097857876265400,1579097857876350400,1579097857876307968
1579097857941426300,1579097857941511200,1579097857941468672
1579097858008679100,1579097858008764000,1579097858008721664
1579097858075898400,1579097858075983300,1579097858075940864
1579097858208222900,1579097858208307900,1579097858208265472
1579097858275431500,1579097858275516400,1579097858275473920
1579097858342606300,1579097858342691300,1579097858342648832
1579097858407761700,1579097858407846600,1579097858407804160
1579097858474928600,1579097858475013600,1579097858474971136
1579097858542098300,1579097858542183300,1579097858542140928
1579097858674425400,1579097858674510400,1579097858674467840
1579097858741594000,1579097858741679000,1579097858741636608
1579097858808764200,1579097858808849200,1579097858808806656
1579097858873917100,1579097858874002100,1579097858873959680
1579097858941073600,1579097858941158600,1579097858941116160
1579097859008246900,1579097859008331900,1579097859008289280
1579097859140584300,1579097859140669300,1579097859140626688
1579097859207764500,1579097859207849500,1579097859207806976
1579097859274938100,1579097859275023100,1579097859274980608
1579097859340079100,1579097859340164100,1579097859340121600
1579097859407255700,1579097859407340700,1579097859407298304
1579097859474422100,1579097859474507100,1579097859474464512
1579097859606791600,1579097859606876600,1579097859606834176
1579097859673958100,1579097859674043100,1579097859674000640
1579097859741120100,1579097859741205200,1579097859741162752
1579097859806268200,1579097859806353300,1579097859806310656
1579097859873442500,1579097859873527500,1579097859873485056
1579097859940625400,1579097859940710400,1579097859940667904
1579097860072976300,1579097860073061300,1579097860073018880
1579097860140152800,1579097860140237900,1579097860140195328
1579097860207327300,1579097860207412400,1579097860207369728
1579097860272482100,1579097860272567200,1579097860272524544
1579097860339674300,1579097860339759400,1579097860339716864
1579097860406896800,1579097860406981900,1579097860406939392
1579097860539202000,1579097860539287100,1579097860539244544
1579097860606357000,1579097860606442100,1579097860606399488
1579097860673546700,1579097860673631800,1579097860673589248
1579097860738641400,1579097860738726500,1579097860738683904
1579097860805870100,1579097860805955200,1579097860805912576
1579097860873065300,1579097860873150400,1579097860873107968
1579097860940257300,1579097860940342400,1579097860940299776
1579097861005445900,1579097861005531000,1579097861005488384
1579097861072652700,1579097861072737800,1579097861072695296
1579097861139867100,1579097861139952200,1579097861139909632
1579097861205064400,1579097861205149500,1579097861205106944
1579097861272279100,1579097861272364200,1579097861272321536
1579097861339497200,1579097861339582300,1579097861339539712
1579097861406719200,1579097861406804300,1579097861406761728
1579097861471913600,1579097861471998700,1579097861471956224
1579097861539144200,1579097861539229300,1579097861539186688
1579097861606399100,1579097861606484300,1579097861606441728
1579097861671565900,1579097861671651000,1579097861671608576
1579097861738819900,1579097861738905000,1579097861738862336
1579097861806041400,1579097861806126600,1579097861806084096
1579097861873160400,1579097861873245600,1579097861873202944
1579097861938266300,1579097861938351400,1579097861938308864
1579097862005389000,1579097862005474200,1579097862005431552
1579097862072498300,1579097862072583500,1579097862072540928
1579097862137582900,1579097862137668100,1579097862137625600
1579097862204688100,1579097862204773200,1579097862204730624
1579097862271793100,1579097862271878300,1579097862271835648
1579097862338888600,1579097862338973800,1579097862338931200
1579097862403969200,1579097862404054400,1579097862404011776
1579097862471080800,1579097862471166000,1579097862471123456
1579097862538232000,1579097862538317200,1579097862538274560
1579097862603280700,1579097862603365900,1579097862603323392
1579097862670407200,1579097862670492400,1579097862670449920
1579097862737498500,1579097862737583800,1579097862737541120
1579097862804571300,1579097862804656600,1579097862804613888
1579097862869623600,1579097862869708800,1579097862869666304
1579097862936683700,1579097862936768900,1579097862936726272
1579097863003765700,1579097863003850900,1579097863003808256
1579097863068810600,1579097863068895800,1579097863068853248
1579097863135872200,1579097863135957400,1579097863135914752
1579097863202940700,1579097863203025900,1579097863202983424
1579097863270004500,1579097863270089800,1579097863270047232
1579097863335059500,1579097863335144800,1579097863335102208
1579097863402129900,1579097863402215200,1579097863402172672
1579097863469240600,1579097863469325900,1579097863469283328
1579097863534247600,1579097863534332900,1579097863534290176
1579097863601348000,1579097863601433200,1579097863601390592
1579097863668399900,1579097863668485200,1579097863668442624
1579097863735466400,1579097863735551700,1579097863735508992
1579097863800508400,1579097863800593700,1579097863800551168
1579097863867563000,1579097863867648300,1579097863867605760
1579097863934717100,1579097863934802400,1579097863934759680
1579097863999874800,1579097863999960100,1579097863999917568
1579097864067040400,1579097864067125700,1579097864067083008
1579097864134222900,1579097864134308200,1579097864134265600
1579097864201384900,1579097864201470200,1579097864201427456
1579097864266529200,1579097864266614500,1579097864266571776
1579097864333698500,1579097864333783800,1579097864333741056
1579097864400907900,1579097864400993200,1579097864400950528
1579097864466024400,1579097864466109700,1579097864466066944
1579097864533236100,1579097864533321500,1579097864533278720
1579097864600400900,1579097864600486300,1579097864600443648
1579097864667570200,1579097864667655500,1579097864667612928
1579097864732701600,1579097864732787000,1579097864732744192
1579097864799885000,1579097864799970300,1579097864799927552
1579097864867057700,1579097864867143000,1579097864867100416
1579097864932186100,1579097864932271400,1579097864932228864
1579097864999333000,1579097864999418400,1579097864999375616
1579097865066485000,1579097865066570400,1579097865066527744
1579097865133645900,1579097865133731300,1579097865133688576
1579097865198783600,1579097865198868900,1579097865198826240
1579097865265951100,1579097865266036500,1579097865265993728
1579097865333154500,1579097865333239900,1579097865333197312
1579097865398259300,1579097865398344700,1579097865398301952
1579097865465455800,1579097865465541200,1579097865465498624
1579097865532608400,1579097865532693800,1579097865532651008
1579097865599748900,1579097865599834400,1579097865599791616
1579097865664892500,1579097865664977900,1579097865664935168
1579097865732042600,1579097865732128000,1579097865732085248
1579097865799198400,1579097865799283800,1579097865799241216
1579097865864345500,1579097865864431000,1579097865864388352
1579097865931497200,1579097865931582600,1579097865931539968
1579097865998657200,1579097865998742700,1579097865998700032
1579097866065814900,1579097866065900300,1579097866065857536
1579097866130954800,1579097866131040300,1579097866130997504
1579097866198126300,1579097866198211800,1579097866198169088
1579097866265355600,1579097866265441000,1579097866265398272
1579097866330456200,1579097866330541600,1579097866330498816
1579097866397645900,1579097866397731400,1579097866397688576
1579097866464821200,1579097866464906700,1579097866464864000
1579097866531970300,1579097866532055800,1579097866532013056
1579097866597105900,1579097866597191400,1579097866597148672
1579097866664257800,1579097866664343300,1579097866664300544
1579097866731404600,1579097866731490100,1579097866731447296
1579097866796539600,1579097866796625100,1579097866796582400
1579097866863686900,1579097866863772400,1579097866863729664
1579097866930838100,1579097866930923600,1579097866930880768
1579097866997987000,1579097866998072500,1579097866998029824
1579097867063118500,1579097867063204000,1579097867063161344
1579097867130255800,1579097867130341300,1579097867130298624
1579097867197485700,1579097867197571200,1579097867197528576
1579097867262610300,1579097867262695800,1579097867262652928
1579097867329835000,1579097867329920500,1579097867329877760
1579097867397008500,1579097867397094000,1579097867397051136
1579097867464188600,1579097867464274100,1579097867464231424
1579097867529346400,1579097867529432000,1579097867529389312
1579097867596517200,1579097867596602800,1579097867596559872
1579097867663680500,1579097867663766000,1579097867663723264
1579097867728833900,1579097867728919400,1579097867728876544
1579097867796017300,1579097867796102900,1579097867796060160
1579097867863198600,1579097867863284200,1579097867863241472
1579097867930386000,1579097867930471600,1579097867930428928
1579097867995547500,1579097867995633100,1579097867995590400
1579097868062722400,1579097868062807900,1579097868062765056
1579097868129858000,1579097868129943600,1579097868129900800
1579097868194886000,1579097868194971600,1579097868194928896
1579097868262004600,1579097868262090200,1579097868262047488
1579097868329098800,1579097868329184400,1579097868329141504
1579097868396199800,1579097868396285400,1579097868396242688
1579097868461275000,1579097868461360600,1579097868461317888
1579097868528368100,1579097868528453800,1579097868528410880
1579097868595454900,1579097868595540500,1579097868595497728
1579097868660536800,1579097868660622400,1579097868660579584
1579097868727647500,1579097868727733100,1579097868727690240
1579097868794750800,1579097868794836500,1579097868794793728
1579097868861849500,1579097868861935100,1579097868861892352
1579097868926937200,1579097868927022900,1579097868926980096
1579097868994057600,1579097868994143300,1579097868994100480
1579097869061214400,1579097869061300100,1579097869061257216
1579097869126246500,1579097869126332100,1579097869126289408
1579097869193351900,1579097869193437500,1579097869193394688
1579097869260424800,1579097869260510500,1579097869260467712
1579097869327501000,1579097869327586600,1579097869327543808
1579097869392550600,1579097869392636300,1579097869392593408
1579097869459618100,1579097869459703800,1579097869459661056
1579097869526687500,1579097869526773200,1579097869526730240
1579097869591763900,1579097869591849600,1579097869591806720
1579097869658847000,1579097869658932700,1579097869658889728
1579097869725933100,1579097869726018900,1579097869725976064
1579097869793015900,1579097869793101600,1579097869793058816
1579097869858071900,1579097869858157600,1579097869858114816
1579097869925168500,1579097869925254200,1579097869925211392
1579097869992316100,1579097869992401800,1579097869992358912
1579097870057355900,1579097870057441700,1579097870057398784
1579097870124481300,1579097870124567100,1579097870124524288
1579097870191562400,1579097870191648200,1579097870191605248
1579097870258725100,1579097870258810800,1579097870258767872
1579097870323939500,1579097870324025200,1579097870323982336
1579097870391149700,1579097870391235400,1579097870391192576
1579097870458340200,1579097870458425900,1579097870458383104
1579097870523497400,1579097870523583100,1579097870523540224
1579097870590677800,1579097870590763500,1579097870590720768
1579097870657868600,1579097870657954300,1579097870657911552
1579097870725034600,1579097870725120400,1579097870725077504
1579097870790187100,1579097870790272900,1579097870790230016
1579097870857364900,1579097870857450700,1579097870857407744
1579097870924592900,1579097870924678700,1579097870924635904
1579097870989715300,1579097870989801000,1579097870989758208
1579097871056941400,1579097871057027200,1579097871056984320
1579097871124131000,1579097871124216800,1579097871124173824
1579097871191319900,1579097871191405700,1579097871191362816
1579097871256482500,1579097871256568300,1579097871256525312
1579097871323681600,1579097871323767400,1579097871323724544
1579097871390866600,1579097871390952400,1579097871390909440
1579097871456025000,1579097871456110800,1579097871456067840
1579097871523199500,1579097871523285300,1579097871523242496
1579097871590374300,1579097871590460200,1579097871590417152
1579097871657545500,1579097871657631300,1579097871657588480
1579097871722678100,1579097871722763900,1579097871722721024
1579097871789843800,1579097871789929600,1579097871789886720
1579097871857039800,1579097871857125600,1579097871857082624
1579097871922162400,1579097871922248300,1579097871922205440
1579097871989368000,1579097871989453900,1579097871989411072
1579097872056522100,1579097872056608000,1579097872056564992
1579097872123672800,1579097872123758700,1579097872123715840
1579097872188818700,1579097872188904600,1579097872188861696
1579097872255980300,1579097872256066200,1579097872256023296
1579097872323163500,1579097872323249400,1579097872323206400
1579097872388323500,1579097872388409400,1579097872388366336
1579097872455507500,1579097872455593400,1579097872455550464
1579097872522690400,1579097872522776300,1579097872522733312
1579097872589873000,1579097872589958900,1579097872589915904
1579097872655047200,1579097872655133100,1579097872655090176
1579097872722250800,1579097872722336800,1579097872722293760
1579097872789483500,1579097872789569500,1579097872789526528
1579097872854619600,1579097872854705500,1579097872854662656
1579097872921836900,1579097872921922900,1579097872921879808
1579097872989030700,1579097872989116700,1579097872989073664
1579097873056192900,1579097873056278800,1579097873056235776
1579097873121307900,1579097873121393800,1579097873121350912
1579097873188461700,1579097873188547700,1579097873188504576
1579097873255613300,1579097873255699300,1579097873255656192
1579097873320766400,1579097873320852400,1579097873320809472
1579097873387944900,1579097873388030900,1579097873387987968
1579097873455111000,1579097873455197000,1579097873455153920
1579097873522278300,1579097873522364300,1579097873522321408
1579097873587418000,1579097873587504000,1579097873587461120
1579097873654581000,1579097873654667000,1579097873654624000
1579097873721777100,1579097873721863100,1579097873721820160
1579097873786880200,1579097873786966300,1579097873786923264
1579097873854074900,1579097873854161000,1579097873854117888
1579097873921218500,1579097873921304600,1579097873921261568
1579097873988354000,1579097873988440000,1579097873988397056
1579097874053448000,1579097874053534000,1579097874053490944
1579097874120559400,1579097874120645500,1579097874120602368
1579097874187665400,1579097874187751400,1579097874187708416
1579097874252771700,1579097874252857800,1579097874252814848
1579097874319886600,1579097874319972700,1579097874319929600
1579097874387012000,1579097874387098100,1579097874387055104
1579097874454145900,1579097874454232000,1579097874454189056
1579097874519262000,1579097874519348100,1579097874519304960
1579097874586407700,1579097874586493800,1579097874586450688
1579097874653576000,1579097874653662100,1579097874653618944
1579097874718646900,1579097874718733000,1579097874718690048
1579097874785826600,1579097874785912700,1579097874785869568
1579097874852975700,1579097874853061800,1579097874853018624
1579097874920094700,1579097874920180800,1579097874920137728
1579097874985211700,1579097874985297800,1579097874985254656
1579097875052352700,1579097875052438800,1579097875052395776
1579097875119473000,1579097875119559100,1579097875119516160
1579097875251704800,1579097875251791000,1579097875251747840
1579097875318827900,1579097875318914000,1579097875318871040
1579097875385939200,1579097875386025400,1579097875385982208
1579097875451030400,1579097875451116600,1579097875451073536
1579097875518144500,1579097875518230700,1579097875518187520
1579097875585267500,1579097875585353700,1579097875585310720
1579097875717486200,1579097875717572300,1579097875717529344
1579097875784601000,1579097875784687200,1579097875784644096
1579097875851718200,1579097875851804300,1579097875851761152
1579097875916814800,1579097875916901000,1579097875916857856
1579097875983927000,1579097875984013200,1579097875983970048
1579097876051051100,1579097876051137300,1579097876051094272
1579097876183340200,1579097876183426500,1579097876183383296
1579097876250483400,1579097876250569600,1579097876250526464
1579097876317632400,1579097876317718700,1579097876317675520
1579097876382747700,1579097876382833900,1579097876382790912
1579097876449899900,1579097876449986100,1579097876449943040
1579097876517030100,1579097876517116300,1579097876517073152
1579097876649308700,1579097876649394900,1579097876649351680
1579097876716468400,1579097876716554700,1579097876716511488
1579097876783624600,1579097876783710800,1579097876783667712
1579097876848765700,1579097876848851900,1579097876848808704
1579097876915918700,1579097876916005000,1579097876915961856
1579097876983111200,1579097876983197400,1579097876983154176
1579097877115366600,1579097877115452900,1579097877115409664
1579097877182516300,1579097877182602600,1579097877182559488
1579097877249696100,1579097877249782400,1579097877249739264
1579097877314783800,1579097877314870100,1579097877314827008
1579097877381982100,1579097877382068400,1579097877382025216
1579097877449128600,1579097877449214900,1579097877449171712
1579097877581368900,1579097877581455200,1579097877581412096
1579097877648552600,1579097877648638900,1579097877648595712
1579097877715704700,1579097877715791000,1579097877715747840
1579097877780839400,1579097877780925700,1579097877780882432
1579097877848016200,1579097877848102500,1579097877848059392
1579097877915225400,1579097877915311800,1579097877915268608
1579097877982390500,1579097877982476800,1579097877982433536
1579097878047524500,1579097878047610900,1579097878047567616
1579097878114683700,1579097878114770100,1579097878114726912
1579097878181845600,1579097878181932000,1579097878181888768
1579097878246984600,1579097878247070900,1579097878247027712
1579097878314136600,1579097878314223000,1579097878314179840
1579097878381274500,1579097878381360900,1579097878381317632
1579097878448463300,1579097878448549700,1579097878448506624
1579097878513553000,1579097878513639300,1579097878513596160
1579097878580749700,1579097878580836100,1579097878580792832
1579097878647908100,1579097878647994500,1579097878647951360
1579097878713043100,1579097878713129500,1579097878713086208
1579097878780196700,1579097878780283100,1579097878780239872
1579097878847351200,1579097878847437600,1579097878847394304
1579097878914491300,1579097878914577700,1579097878914534400
1579097878979609400,1579097878979695800,1579097878979652608
1579097879046727800,1579097879046814200,1579097879046770944
1579097879113818600,1579097879113905100,1579097879113861888
1579097879178901500,1579097879178987900,1579097879178944768
1579097879246001900,1579097879246088400,1579097879246045184
1579097879313107100,1579097879313193600,1579097879313150464
1579097879380248200,1579097879380334700,1579097879380291328
1579097879445289000,1579097879445375500,1579097879445332224
1579097879512436800,1579097879512523300,1579097879512480000
1579097879579556800,1579097879579643300,1579097879579600128
1579097879644657400,1579097879644743900,1579097879644700672
1579097879711774400,1579097879711860900,1579097879711817728
1579097879778903200,1579097879778989700,1579097879778946560
1579097879846027700,1579097879846114200,1579097879846071040
1579097879911140900,1579097879911227400,1579097879911184128
1579097879978267600,1579097879978354100,1579097879978310912
1579097880045413200,1579097880045499800,1579097880045456384
1579097880110527900,1579097880110614400,1579097880110571264
1579097880177638700,1579097880177725200,1579097880177681920
1579097880244751300,1579097880244837900,1579097880244794624
1579097880311911100,1579097880311997700,1579097880311954432
1579097880376980400,1579097880377066900,1579097880377023744
1579097880444147000,1579097880444233500,1579097880444190208
1579097880511265500,1579097880511352000,1579097880511308800
1579097880576379400,1579097880576466000,1579097880576422656
1579097880643508900,1579097880643595500,1579097880643552256
1579097880710633600,1579097880710720100,1579097880710676736
1579097880777763200,1579097880777849800,1579097880777806592
1579097880842858600,1579097880842945200,1579097880842902016
1579097880909968100,1579097880910054700,1579097880910011392
1579097880977062700,1579097880977149300,1579097880977105920
1579097881042144400,1579097881042231000,1579097881042187776
1579097881109245800,1579097881109332400,1579097881109289216
1579097881176332900,1579097881176419500,1579097881176376320
1579097881243455000,1579097881243541600,1579097881243498240
1579097881308495100,1579097881308581700,1579097881308538368
1579097881375624600,1579097881375711200,1579097881375667968
1579097881442710700,1579097881442797400,1579097881442754048
1579097881507796200,1579097881507882900,1579097881507839488
1579097881574922200,1579097881575008800,1579097881574965504
1579097881642061100,1579097881642147700,1579097881642104320
1579097881709190900,1579097881709277600,1579097881709234176
1579097881774304000,1579097881774390700,1579097881774347264
1579097881841438300,1579097881841524900,1579097881841481728
1579097881908575700,1579097881908662400,1579097881908619008
1579097881973696800,1579097881973783500,1579097881973740032
